name,category,type,latitude,longitude
The Elephant Room,amenity,bar,30.2656227,-97.7434984
Starbucks,amenity,cafe,30.2682668,-97.7429695
Starbucks,amenity,cafe,30.271876,-97.7411784
Subway,amenity,fast_food,30.1638137,-97.7905315
La Palapa,amenity,restaurant,30.3221769,-97.6932173
Pappasitos,amenity,restaurant,30.3269188,-97.704881
Chinatown,amenity,restaurant,30.3565687,-97.7473599
Thundercloud Subs,amenity,fast_food,30.2781347,-97.7720326
Galaxy Cafe,amenity,restaurant,30.2794133,-97.7600581
Thundercloud Subs,amenity,fast_food,30.2435659,-97.7818316
Phoenicia Bakery & Deli,amenity,fast_food,30.24346,-97.7831233
Giovanni Pizza Stand,amenity,restaurant,30.2437468,-97.7828277
El Alma South (Westgate),amenity,restaurant,30.2316672,-97.8001648
Sap's Fine Thai Cuisine,amenity,restaurant,30.2314518,-97.8008555
Starbucks,amenity,cafe,30.2026426,-97.878822
Starbucks,amenity,cafe,30.4019908,-97.7263957
Upper Crust Bakery,amenity,cafe,30.3158003,-97.7416401
Pacha,amenity,cafe,30.3173785,-97.7406015
Blue Star Cafeteria,amenity,restaurant,30.3185788,-97.7397518
Gusto Italian Kitchen,amenity,restaurant,30.3183417,-97.7399664
The Omelettry,amenity,restaurant,30.3067572,-97.7154666
Maru Japanese,amenity,restaurant,30.3179119,-97.7402411
Fonda San Miguel,amenity,restaurant,30.3255061,-97.7433739
Phil's Icehouse,amenity,fast_food,30.3321432,-97.7403073
KHON Thai Kitchen by Seeda,amenity,restaurant,30.333489,-97.7409207
Thom's Market,shop,supermarket,30.3349573,-97.7393304
Taqueria Guadalajara Arandas,amenity,restaurant,30.341561,-97.7391639
The Aristocrat,amenity,bar,30.3402379,-97.73864
Lala's,amenity,bar,30.3446186,-97.736413
El Mercado,amenity,restaurant,30.3502257,-97.7350998
Top Notch,amenity,fast_food,30.3511441,-97.7335205
Thundercloud Subs,amenity,fast_food,30.3577265,-97.7309533
Madam Mam's,amenity,restaurant,30.3595133,-97.7345247
Zen Japanese Food Fast,amenity,restaurant,30.360294,-97.7373039
Texadelphia,amenity,fast_food,30.3602465,-97.7404814
Fresh Plus,shop,supermarket,30.3582539,-97.7390479
Genuine Joe Coffeehouse,amenity,cafe,30.3540549,-97.7272892
Oakmont Food Company,amenity,restaurant,30.3059582,-97.7442691
Teo's Gelato and Espresso,amenity,cafe,30.3065679,-97.7451642
,amenity,restaurant,30.3082553,-97.7503631
Kerbey Lane Cafe,amenity,restaurant,30.3080182,-97.7504833
Russell's Bakery,amenity,cafe,30.3327051,-97.7601993
Chez Zee,amenity,restaurant,30.3367185,-97.7579163
Dan's Hamburgers,amenity,fast_food,30.3248791,-97.7273759
Short Stop,amenity,fast_food,30.3606405,-97.7407253
Torchy's Tacos - Austin,amenity,fast_food,30.323403,-97.739207
Taco Shack,amenity,fast_food,30.2951342,-97.7425085
Sip Pho,amenity,restaurant,30.2954158,-97.7423368
Counter Cafe,amenity,cafe,30.2953679,-97.7432778
Cabo Bob's,amenity,restaurant,30.2957196,-97.7441221
Ken's Donuts,amenity,cafe,30.2948674,-97.742826
Torchy's Tacos,amenity,fast_food,30.2937038,-97.7417617
P. Terry's,amenity,fast_food,30.3018243,-97.7449855
Trudy's Texas Star,amenity,restaurant,30.2958121,-97.7409556
Boomerang's,amenity,fast_food,30.2985232,-97.7411997
Thundercloud Subs,amenity,fast_food,30.2994508,-97.7407324
La Tazza Fresca,amenity,cafe,30.3016888,-97.7386124
Back,amenity,bar,30.3018518,-97.7393505
NXNW North By Northwest,amenity,restaurant,30.3911344,-97.7384912
Asia Cafe Sichuan,amenity,restaurant,30.4324425,-97.7714511
Whole Foods Market,shop,supermarket,30.3891429,-97.7415315
The Cheesecake Factory,amenity,restaurant,30.3909012,-97.7475971
Maudies Hacienda,amenity,restaurant,30.1832042,-97.8476351
Subway,amenity,fast_food,30.1833154,-97.8479183
Galaxy Cafe,amenity,restaurant,30.1833377,-97.8480556
Madam Mam's,amenity,restaurant,30.1835009,-97.848253
Tino's Greek Cafe,amenity,restaurant,30.1847771,-97.8475149
Wok On Fire,amenity,restaurant,30.1851332,-97.8472917
Texenza Coffie,amenity,cafe,30.1852296,-97.8471973
Fiesta Market,shop,supermarket,30.2959244,-97.7175123
Epoch Coffee,amenity,cafe,30.3185317,-97.7245043
Casa Maria's,amenity,restaurant,30.221089,-97.772538
Starbucks,amenity,cafe,30.394918,-97.7525341
Pok-e-Jo's BAR B Q,amenity,fast_food,30.3951194,-97.7483387
la Madeleine,amenity,restaurant,30.3957428,-97.7472319
Twin Lion,amenity,restaurant,30.4001039,-97.748023
Brick Oven,amenity,restaurant,30.3988329,-97.7490667
Modern Market,amenity,restaurant,30.3950396,-97.7493683
Subway,amenity,fast_food,30.400368,-97.7480055
Shipley Do-Nuts,amenity,fast_food,30.2023919,-97.8062582
Short Stop,amenity,fast_food,30.2026839,-97.8073257
Trento Restaurant,amenity,restaurant,30.3352645,-97.8072898
KFC,amenity,fast_food,30.3245221,-97.7266862
Starbucks,amenity,cafe,30.2846841,-97.7324514
Latchkey,amenity,bar,30.2640071,-97.7286588
Mr. Catfish,amenity,restaurant,30.2723506,-97.6907978
Jack in the Box,amenity,fast_food,30.2739039,-97.6976331
Golden Chick,amenity,fast_food,30.2727642,-97.6981266
Taco Bell,amenity,fast_food,30.2832777,-97.7039145
Popeyes,amenity,fast_food,30.2821242,-97.7031114
El Pollo Rico,amenity,fast_food,30.2817814,-97.7029666
Kobe Japanese Steakhouse,amenity,restaurant,30.4491846,-97.7920347
Jardin Corona Mexican Food,amenity,restaurant,30.4463358,-97.7793674
Taco Bell,amenity,fast_food,30.4616416,-97.7950751
Short Stop,amenity,fast_food,30.4336215,-97.7695787
Krispy Kreme,amenity,fast_food,30.4298918,-97.7626204
Mi Madre's,amenity,restaurant,30.2841763,-97.7189427
Dunkin',amenity,fast_food,30.4254584,-97.7535828
Boston Market,amenity,fast_food,30.3998387,-97.7451137
Michi Ramen,amenity,restaurant,30.4473236,-97.8101558
Big City Bagels & Subs,amenity,cafe,30.4463352,-97.8064641
Lone Star Kolaches,amenity,fast_food,30.4606371,-97.7948488
WhipIn,amenity,restaurant,30.2381148,-97.7394025
,shop,convenience,30.2463732,-97.7511143
The Highball,amenity,bar,30.2561493,-97.7631528
Taco Deli,amenity,restaurant,30.2496256,-97.7663914
Sazon,amenity,restaurant,30.2499685,-97.7670565
Picnik,amenity,cafe,30.2512104,-97.7657583
,amenity,fast_food,30.2512289,-97.7654364
Chinatown,amenity,restaurant,30.2415436,-97.7833214
Curra's Grill,amenity,restaurant,30.237152,-97.7494097
The Greek Bar,amenity,restaurant,30.2371474,-97.7496672
888 Pan Asian Restaurant,amenity,restaurant,30.2297317,-97.7299369
,amenity,restaurant,30.2298708,-97.730409
David's Food,shop,convenience,30.2484184,-97.7617375
Thai Fresh,amenity,restaurant,30.2479434,-97.7617143
Soup Peddler,amenity,restaurant,30.2461944,-97.7560714
Polvo's,amenity,restaurant,30.245295,-97.7574567
Starbucks,amenity,cafe,30.252259,-97.7635967
Bennu Coffee Shop,amenity,cafe,30.2561056,-97.7462026
Perla's,amenity,restaurant,30.2499704,-97.7500381
,amenity,bar,30.2505746,-97.7495541
,shop,convenience,30.2433911,-97.7642491
Fair Bean Coffee,amenity,cafe,30.2439425,-97.7583643
Lenoir,amenity,restaurant,30.246897,-97.7558981
June's All Day,amenity,restaurant,30.2463145,-97.7511347
Woodland,amenity,restaurant,30.2464589,-97.7510901
Vespaio,amenity,restaurant,30.2479272,-97.7506887
Bouldin Creek Cafe,amenity,cafe,30.246512,-97.7566288
First Food Mart,shop,supermarket,30.2504524,-97.7551176
El Mercado,amenity,restaurant,30.2513434,-97.7545812
Hu La Hu Market 2,shop,convenience,30.2446379,-97.7572419
Once Over Coffee Bar,amenity,cafe,30.2448093,-97.7569898
Little Mexico,amenity,restaurant,30.2430066,-97.758921
Taqueria Arandas,amenity,restaurant,30.2406153,-97.7609112
Summermoon Coffee Bar,amenity,cafe,30.2332092,-97.7648433
Smart Stop,shop,convenience,30.235453,-97.7568058
El Borrego de Oro,amenity,restaurant,30.2242708,-97.7634777
24 Diner,amenity,restaurant,30.2720726,-97.7541298
Jeffrey's,amenity,restaurant,30.2804408,-97.7591677
Fresh Plus,shop,supermarket,30.2806562,-97.7584194
Waterloo Ice House,amenity,restaurant,30.3608463,-97.7893031
Texaco FoodMart,shop,convenience,30.2416355,-97.7595328
DQ Grill & Chill,amenity,fast_food,30.4612868,-97.8174358
Subway,amenity,fast_food,30.4613301,-97.8172781
,shop,convenience,30.2758108,-97.6689754
Technique,amenity,restaurant,30.4008138,-97.721438
urban,amenity,restaurant,30.3994579,-97.7244842
Maggiano's Little Italy,amenity,restaurant,30.3950453,-97.7269507
Yogurt Planet,amenity,cafe,30.3959033,-97.7275003
Gloria's Latin Cuisine,amenity,restaurant,30.4001775,-97.726048
Grand Lux Café,amenity,restaurant,30.4024976,-97.726251
Jersey Mike's Subs,amenity,fast_food,30.3924195,-97.7451017
Dave & Buster's,amenity,restaurant,30.3833253,-97.7374699
Promise Pizza,amenity,fast_food,30.3946629,-97.7442192
Sprouts Farmers Market,shop,supermarket,30.3949745,-97.7447895
Jason's Deli,amenity,restaurant,30.3947997,-97.7444977
Daily Grill,amenity,restaurant,30.4027966,-97.7258494
Fleming's Prime Steakhouse and Wine Bar,amenity,restaurant,30.4031449,-97.7256032
True Food Kitchen,amenity,restaurant,30.4021757,-97.7266136
Asti,amenity,restaurant,30.3048563,-97.7262204
Yogurt Planet,shop,convenience,30.3150694,-97.7356391
Quiznos,amenity,fast_food,30.4036986,-97.7448477
Einstein Bros. Bagels,amenity,fast_food,30.3998716,-97.7449971
CRÚ Food & Wine Bar,amenity,bar,30.4020606,-97.726483
Bamboo Bistro North,amenity,fast_food,30.3958149,-97.7196383
Freebirds,amenity,fast_food,30.3962282,-97.7195503
Ryu of Japan,amenity,fast_food,30.3961024,-97.7196012
Detour,amenity,bar,30.3961623,-97.7195839
Firehouse Subs,amenity,fast_food,30.3957509,-97.7196834
Honest Mary's,amenity,restaurant,30.3950774,-97.7484716
FireBowlCafe,amenity,cafe,30.3952181,-97.7493734
Fujiyama,amenity,restaurant,30.3999414,-97.7485126
Yogertz,amenity,cafe,30.3987013,-97.7491029
Jamba,amenity,fast_food,30.398839,-97.748962
7-Eleven,shop,convenience,30.4001738,-97.7469878
Bombay Bistro,amenity,fast_food,30.3986564,-97.7474271
Great Harvest Bread Co.,amenity,cafe,30.3999342,-97.7483653
Panera Bread,amenity,fast_food,30.3902705,-97.7400731
Cafe Java,amenity,cafe,30.4001004,-97.7041809
Canary Roost Karaoke Bar,amenity,bar,30.4004847,-97.7039615
Double Dave's Pizza,amenity,fast_food,30.4004131,-97.7039956
Metro Food and Cafe,shop,convenience,30.399953,-97.7042762
River City Donut,amenity,fast_food,30.400695,-97.703827
Mangia,amenity,fast_food,30.407478,-97.7134801
sodade,amenity,cafe,30.4075615,-97.7134001
Tacodeli,amenity,fast_food,30.4076999,-97.713254
Chi'Lantro BBQ,amenity,fast_food,30.3942236,-97.7202603
Subway,amenity,fast_food,30.3945877,-97.7201256
Szechuan House,amenity,fast_food,30.3940521,-97.7203169
Summer Moon Coffee Bar,amenity,cafe,30.394281,-97.7202436
Donut-7,amenity,fast_food,30.3941549,-97.7202807
Zip-N,shop,convenience,30.3601181,-97.7406521
RedBrick Pizza,amenity,restaurant,30.3895722,-97.7324885
Salata,amenity,restaurant,30.3888001,-97.7329038
Natural Grocers,shop,supermarket,30.3874434,-97.733248
Potbelly,amenity,fast_food,30.3918548,-97.7317454
Mighty Fine,amenity,fast_food,30.3898698,-97.7332027
Zalat Pizza,amenity,restaurant,30.3918116,-97.7315708
Chipotle,amenity,fast_food,30.3899093,-97.733345
Southside Market & Barbeque,amenity,restaurant,30.3894932,-97.7333692
McDonald's,amenity,fast_food,30.4596708,-97.7923848
Wendy's,amenity,fast_food,30.4615618,-97.7921861
Flightpath Coffee House,amenity,cafe,30.3138337,-97.7199873
JuiceLand,amenity,fast_food,30.3071695,-97.7248904
Jersey Mike's Subs,amenity,fast_food,30.4527669,-97.8263641
Ghandi Bazar 620,shop,supermarket,30.4656894,-97.8027044
Vazquez Mexican Restaurant,amenity,restaurant,30.3753784,-97.672927
Pizza Hut,amenity,restaurant,30.3745401,-97.6717349
Los Potrillos,amenity,restaurant,30.3568054,-97.6900028
Denny's,amenity,restaurant,30.3325149,-97.7052248
Keto Kitchen,amenity,restaurant,30.3161337,-97.7083756
Hornitos,amenity,restaurant,30.294193,-97.7205415
Dong Nai,amenity,restaurant,30.23371,-97.7930115
China Family,amenity,restaurant,30.3340239,-97.7165374
Jack in the Box,amenity,fast_food,30.3291676,-97.7152526
Tandoori Bistro,amenity,restaurant,30.2325951,-97.7406066
Java Noodles,amenity,restaurant,30.2294109,-97.7293306
Korea House,amenity,restaurant,30.3593073,-97.7339922
Tien Jin Chinese Restaurant,amenity,restaurant,30.2307782,-97.8026944
III Forks,amenity,restaurant,30.264198,-97.746747
Sushi Hi,amenity,restaurant,30.3618059,-97.7154058
Din Ho Chinese BBQ,amenity,restaurant,30.3610907,-97.7156632
El Gallo Mexican Restaurant,amenity,restaurant,30.2331421,-97.7586735
The 13th Floor,amenity,bar,30.267755,-97.7365068
Jaimes Spanish Village,amenity,restaurant,30.2687136,-97.7365652
Hoek's Pizza,amenity,restaurant,30.2665547,-97.7378522
Dirty Dog Bar,amenity,bar,30.2665898,-97.7379787
Pete's Dueling Piano Bar,amenity,bar,30.266712,-97.7385615
Roppolo's Pizza,amenity,restaurant,30.2670389,-97.7386841
Mooseknuckle,amenity,bar,30.2671072,-97.7389289
Iron Cactus,amenity,restaurant,30.2672622,-97.7394843
Blind Pig,amenity,bar,30.2670792,-97.73981
Shakespeare's,amenity,bar,30.2673492,-97.739796
Old Pecan Street Cafe,amenity,restaurant,30.2673807,-97.7399087
311,amenity,bar,30.2670807,-97.74004
Vice,amenity,bar,30.2674486,-97.7401125
Bikinis Sports Bar & Grill,amenity,restaurant,30.2675896,-97.7406574
Darwin's,amenity,bar,30.267299,-97.7405942
Soho,amenity,bar,30.2672482,-97.7407594
Chuggin' Monkey,amenity,bar,30.2671957,-97.7407252
Happy Chicks,amenity,restaurant,30.2676222,-97.7407745
Marisco Grill,amenity,restaurant,30.2673138,-97.7409874
Buffalo Billiards,amenity,bar,30.2674314,-97.7412007
B. D. Riley's Irish Pub & Restaurant,amenity,bar,30.2677181,-97.7411179
Eureka,amenity,restaurant,30.267757,-97.741256
Littlefield Market,shop,convenience,30.267606,-97.7417531
The Iron Bear,amenity,bar,30.2686438,-97.7454056
Belmont,amenity,restaurant,30.2686611,-97.7454947
Donn's Depot,amenity,bar,30.27407,-97.7634339
Juanita's Tacos,amenity,restaurant,30.2717214,-97.7577953
Corazon,amenity,restaurant,30.2708184,-97.7563315
Starbucks,amenity,cafe,30.2699007,-97.7540185
Tinest Bar in Texas,amenity,bar,30.2695924,-97.7530788
Lucky Lounge,amenity,bar,30.2674644,-97.7453298
Basecamp,amenity,bar,30.2675086,-97.7439557
Shiner's Saloon,amenity,bar,30.2669237,-97.7434785
Lanai,amenity,bar,30.2670626,-97.7435033
Canvas,amenity,bar,30.2667198,-97.7422828
HandleBar,amenity,bar,30.2665872,-97.7420908
Eddie V's,amenity,restaurant,30.2662223,-97.7405459
Golden Ace,amenity,bar,30.2654151,-97.748667
Thom's Market,shop,convenience,30.2556863,-97.744898
Ego's,amenity,bar,30.2565437,-97.7474697
El Flaco Cafe,amenity,restaurant,30.2266199,-97.7622847
Stompin' Grounds Lounge,amenity,bar,30.2268623,-97.7615678
Revolución Coffee + Juice,amenity,cafe,30.2643747,-97.7413623
Maiko Sushi,amenity,restaurant,30.2641473,-97.7414463
,amenity,restaurant,30.2641642,-97.7405978
Gus' Fried Chicken,amenity,restaurant,30.26347,-97.741701
Le Café Crêpe,amenity,cafe,30.2638474,-97.7418971
2nd St Market,shop,convenience,30.2639562,-97.74232
Fete Accompli,amenity,cafe,30.2765454,-97.7507791
Thundercloud Subs,amenity,fast_food,30.2764369,-97.7504432
House Park Bar-B-Que,amenity,restaurant,30.2767346,-97.750411
Perry's Steakhouse,amenity,restaurant,30.2694661,-97.7435164
Subway,amenity,fast_food,30.2703022,-97.7417493
Quattro Gatti Ristorante,amenity,restaurant,30.271294,-97.7418546
Roaring Fork,amenity,restaurant,30.2690633,-97.7421993
Sky Lounge,amenity,bar,30.2670536,-97.7436233
Congress Avenue Grocery,amenity,restaurant,30.2650401,-97.7437082
Barletts,amenity,restaurant,30.3567746,-97.7312443
La Casita,amenity,restaurant,30.3517455,-97.7224631
Yellow Rose,amenity,bar,30.3337186,-97.721924
Chipotle,amenity,fast_food,30.3125024,-97.7386706
La Madeleine,amenity,restaurant,30.3033701,-97.7446209
34th St Cafe,amenity,cafe,30.302703,-97.7452903
Jack in the Box,amenity,fast_food,30.3555871,-97.7032735
Tacos Y Mas,amenity,restaurant,30.3550729,-97.7029139
Mandarin House,amenity,restaurant,30.3584687,-97.6992611
Sonic,amenity,fast_food,30.3626623,-97.6967642
El Tacolote,amenity,restaurant,30.3641562,-97.6960244
China Spice Seafood,amenity,restaurant,30.3674231,-97.6951921
Chuy's,amenity,restaurant,30.3751992,-97.6906032
Pok-E-Joe's BBQ,amenity,restaurant,30.4162355,-97.6976689
Panda Express,amenity,fast_food,30.418322,-97.7020169
Anderson Mill Tavern,amenity,bar,30.4462553,-97.8068296
Domino's,amenity,fast_food,30.4606937,-97.7946289
Chipotle,amenity,fast_food,30.4783572,-97.8005475
Mala Chili,amenity,restaurant,30.4779527,-97.8003295
Kerbey Lane Cafe,amenity,restaurant,30.4473524,-97.787084
Jimmy John's,amenity,fast_food,30.4474424,-97.7890946
Conscious Cravings,amenity,cafe,30.2829388,-97.7449006
Hai Ky,amenity,restaurant,30.2307085,-97.7348261
Dimassi's Mediterranean Buffet,amenity,restaurant,30.4307304,-97.7638265
The Varsity Pizza,amenity,fast_food,30.2874594,-97.7369076
Nasha,amenity,restaurant,30.2637439,-97.7248744
El Zunzal,amenity,restaurant,30.2600696,-97.7121017
Halcyon,amenity,cafe,30.266973,-97.7456939
,amenity,bar,30.2701007,-97.7433124
Casino el Camino,amenity,bar,30.2285706,-97.7824989
Tino's Greek Cafe,amenity,restaurant,30.4471724,-97.791207
Chen's Noodle House,amenity,restaurant,30.4321807,-97.770942
Asia Market,shop,supermarket,30.4323563,-97.7714174
Madras Pavilion,amenity,restaurant,30.3729305,-97.7241083
Thai House,amenity,restaurant,30.3735916,-97.7254254
Mikado Ryotei,amenity,restaurant,30.3734303,-97.7247091
Lucy's Fried Chicken,amenity,restaurant,30.240435,-97.7532506
The Tigress,amenity,bar,30.3179356,-97.7222217
Foxtrot,shop,convenience,30.2648968,-97.7469115
Buddy's Place,amenity,bar,30.3690209,-97.7271659
Subway,amenity,fast_food,30.428848,-97.7603887
Chicha's Fire & Grill,amenity,restaurant,30.4306811,-97.7643416
Freebirds,amenity,fast_food,30.2366541,-97.7938223
Lick Honest Ice Creams,amenity,restaurant,30.2555387,-97.7625208
Mezze Cafe,amenity,restaurant,30.2416821,-97.7581999
,amenity,restaurant,30.358607,-97.7346045
Cover 3,amenity,restaurant,30.3586499,-97.7350186
Chipotle,amenity,fast_food,30.3585851,-97.7349059
Pho Thaison Vietnamese Cuisine,amenity,restaurant,30.3577778,-97.7329949
Starbucks,amenity,cafe,30.2012416,-97.7684727
Pho Phi Restaurant,amenity,restaurant,30.4142742,-97.6890262
Wingstop,amenity,fast_food,30.4121329,-97.6900143
Parmer Lane Tavern,amenity,bar,30.4154361,-97.6966738
Domino's,amenity,fast_food,30.4143195,-97.6891517
The Original Pancake House,amenity,restaurant,30.4143938,-97.689309
Thundercloud Subs,amenity,fast_food,30.422008,-97.7023818
Hana World Market,shop,supermarket,30.4126379,-97.6869152
Which Wich?,amenity,fast_food,30.4120497,-97.6897354
Chipotle,amenity,fast_food,30.4130476,-97.687715
Sushi Junai 2,amenity,restaurant,30.4221877,-97.7020297
Starbucks,amenity,cafe,30.4132733,-97.6882267
RBM Food Mart,shop,convenience,30.2845993,-97.7151648
J J Mart,shop,convenience,30.4080684,-97.6976861
Pizza Paradise,amenity,restaurant,30.4075433,-97.697678
The Park at the Domain,amenity,restaurant,30.4030394,-97.7237293
North,amenity,restaurant,30.4023299,-97.7260086
Sixty Vines,amenity,restaurant,30.4003772,-97.7270333
Masala Wok,amenity,restaurant,30.4181515,-97.6703787
Freebirds,amenity,fast_food,30.4178593,-97.6704359
The Brew Exchange,amenity,bar,30.2702132,-97.7499377
J Blacks,amenity,bar,30.2703034,-97.7502191
The Ranch,amenity,bar,30.2702734,-97.750077
Subway,amenity,fast_food,30.2008476,-97.8758487
Torchy's Tacos,amenity,fast_food,30.201598,-97.8801213
Don Don Express,amenity,restaurant,30.4582826,-97.8222758
El Chilito Cafe y Cantina,amenity,cafe,30.2841449,-97.7183747
Shangri La,amenity,bar,30.264933,-97.7316207
Star of India,amenity,restaurant,30.3598996,-97.7364139
Hopdoddy Burger Bar,amenity,restaurant,30.3576246,-97.733103
Santa Rita,amenity,restaurant,30.306775,-97.74429
Waterloo Ice House,amenity,restaurant,30.2035018,-97.8789401
Hyde Park Bar and Grill,amenity,restaurant,30.304197,-97.726689
Hopdoddy Burger Bar,amenity,fast_food,30.315053,-97.734436
Mian & Bao,amenity,restaurant,30.315328,-97.732985
Monkey Nest,amenity,cafe,30.3277452,-97.7395271
Starbucks,amenity,cafe,30.2860744,-97.7411185
Rudy's,shop,convenience,30.4141543,-97.7468447
Hala Bros,amenity,restaurant,30.4522736,-97.8268734
Torchy's Tacos,amenity,fast_food,30.4529766,-97.8275976
Workhorse Bar,amenity,bar,30.3178517,-97.7219593
Drink Well,amenity,bar,30.3172224,-97.7206057
Taqueria Chapala,amenity,restaurant,30.2204769,-97.7649008
parkside,amenity,restaurant,30.267202,-97.740299
Starbucks,amenity,cafe,30.265449,-97.740414
Champions,amenity,restaurant,30.265402,-97.740157
Mai Thai,amenity,restaurant,30.264266,-97.741411
Thundercloud Subs,amenity,restaurant,30.2732782,-97.8007484
Starbucks,amenity,cafe,30.3546718,-97.7563416
Mangia Pizza,amenity,restaurant,30.370621,-97.7585108
Zoës Kitchen,amenity,fast_food,30.3928794,-97.7493748
,amenity,restaurant,30.2647821,-97.741606
Bill Miller Bar-BQ,amenity,restaurant,30.1676447,-97.7899105
Sonic,amenity,fast_food,30.1669235,-97.7914099
Jack in the Box,amenity,fast_food,30.1653559,-97.7881832
Starbucks,amenity,cafe,30.1656017,-97.788159
Domino's,amenity,fast_food,30.2420511,-97.8814318
Tomodachi Sushi,amenity,restaurant,30.425422,-97.7169729
Chipotle,amenity,fast_food,30.2700107,-97.7418634
Haymaker,amenity,bar,30.284794,-97.7175883
,amenity,restaurant,30.4589873,-97.7906478
H-E-B,shop,supermarket,30.3005067,-97.7196451
Summer Moon Coffee,amenity,cafe,30.2731462,-97.8005584
Monarch Food Mart,shop,convenience,30.2932777,-97.716018
Cherrywood Coffee House,amenity,cafe,30.2935486,-97.7160528
El Rancho,shop,supermarket,30.365075,-97.7196373
Mi Casa,amenity,fast_food,30.365968,-97.7192638
Mikki's Replay Cafe,amenity,cafe,30.3701302,-97.7213963
Mi Tradición Panadería,amenity,restaurant,30.3635213,-97.7194319
Phở Hồng,amenity,fast_food,30.3823129,-97.7232496
Sea Dragon,amenity,restaurant,30.3659072,-97.7198348
Chili's,amenity,restaurant,30.3723167,-97.7271869
Austin's Pizza,amenity,fast_food,30.4020096,-97.7466265
Jimmy John's,amenity,fast_food,30.4012408,-97.7466002
Signature Cafe,amenity,cafe,30.4019782,-97.7469768
Starbucks,amenity,cafe,30.401983,-97.7468743
Serranos Cocina y Cantina,amenity,restaurant,30.236068,-97.8218798
Crown Donuts,amenity,fast_food,30.4475799,-97.8108431
San Francisco Bakery & Cafe,amenity,cafe,30.3595801,-97.7356985
V Cafe,amenity,restaurant,30.4475633,-97.8112295
Sonic,amenity,fast_food,30.4382624,-97.7588431
Howdy Donuts,amenity,fast_food,30.2743682,-97.8016479
El Nuevo Mexico,amenity,restaurant,30.3479738,-97.7146892
Papa Murphy's,amenity,fast_food,30.4340029,-97.7722011
Cabo Bob's Burritos,amenity,restaurant,30.4473688,-97.7889237
Newk's,amenity,restaurant,30.3951748,-97.7510323
Common Interest,amenity,bar,30.3662779,-97.7291769
Donut Crown,amenity,fast_food,30.357773,-97.7309264
Sarovar,amenity,restaurant,30.3654581,-97.7289338
Shipley Do-Nuts,amenity,fast_food,30.3548047,-97.728766
The Convenient Store,shop,convenience,30.4284031,-97.7602503
ThunderCloud Subs,amenity,fast_food,30.1713079,-97.8231381
Yummi's Tacos,amenity,restaurant,30.4284769,-97.7603485
Austin Diner,amenity,restaurant,30.3246632,-97.7402185
Potbelly,amenity,fast_food,30.2348877,-97.826485
Peace Bakery - Deli,amenity,restaurant,30.3818245,-97.6871477
Tsukimi All-You-Can-Eat Sushi,amenity,restaurant,30.4041738,-97.6760209
Tarrytown Pharmacy,shop,convenience,30.3036219,-97.7639591
CU29 Cocktail Bar,amenity,bar,30.269053,-97.741148
Slake Cafe,amenity,cafe,30.268835,-97.741283
Home Slice Pizza,amenity,restaurant,30.2492274,-97.7495768
More Home Slice Pizza,amenity,restaurant,30.2489829,-97.7496114
Southside Flying Pizza,amenity,fast_food,30.25409,-97.7631309
ATX EATS,amenity,restaurant,30.3309837,-97.7234419
Dive,amenity,bar,30.2798438,-97.7421243
Clay Pit,amenity,restaurant,30.2790333,-97.7423871
Arturo's,amenity,cafe,30.2797199,-97.7419273
,shop,convenience,30.4333882,-97.7710022
Caribbean Food Trailer,amenity,restaurant,30.2771154,-97.7130932
Stubb's,amenity,restaurant,30.2733072,-97.7593133
A+A Sichuan China,amenity,restaurant,30.4444398,-97.7890813
Bamboo Bistro South,amenity,fast_food,30.2076883,-97.8155813
Bombay Bistro,amenity,restaurant,30.235927,-97.795414
Brooklyn Heights Pizzeria,amenity,restaurant,30.4993452,-97.7775791
Ng Cafe,amenity,restaurant,30.4114118,-97.6756443
Quarters Market,shop,convenience,30.2869407,-97.7449912
Saffron,amenity,restaurant,30.3549924,-97.7556362
Nanami Sushi Bar & Grill,amenity,restaurant,30.193437,-97.8429024
Xing Long Chinese Cuisine,amenity,restaurant,30.4467738,-97.7918378
Super China,amenity,restaurant,30.417508,-97.7455341
Thai Passion - South,amenity,restaurant,30.1666541,-97.7879909
Raku Sushi & Asian Bistro,amenity,restaurant,30.2866355,-97.7449482
Umi Sushi Bar & Grill,amenity,restaurant,30.2003347,-97.7636875
YaYa Cafe,amenity,cafe,30.3026246,-97.7385591
Popeyes,amenity,fast_food,30.1928254,-97.7793526
Domino's,amenity,fast_food,30.2004767,-97.8699422
Summer Moon,amenity,cafe,30.20047,-97.8698127
Tacodeli,amenity,fast_food,30.2006492,-97.8689703
Church's Chicken,amenity,fast_food,30.242855,-97.7296
Pizza Press,amenity,restaurant,30.2906805,-97.742035
Villa Mexico,amenity,restaurant,30.2152705,-97.7678877
Noble Sandwitch Company,amenity,fast_food,30.3190236,-97.7389184
Starbucks,amenity,cafe,30.2376538,-97.7925576
Freebirds,amenity,fast_food,30.2995914,-97.7213352
Jason's Deli,amenity,restaurant,30.3010767,-97.7213595
Jimmy John's,amenity,fast_food,30.3590366,-97.7390572
Mr Gatti's Pizza,amenity,restaurant,30.3587973,-97.7390819
Jamba,amenity,fast_food,30.3060312,-97.7084795
Ike's Love and Sandwiches,amenity,fast_food,30.3058368,-97.7080837
Bento Teppanyaki,amenity,restaurant,30.3059317,-97.7082733
